"AllY1","AllY2","AllY3","ace.or1","ace.or2","ace.cond.or1","ace.cond.or2","betaE1","betaE2","betaU1","betaU2"
46293,653,3054,3.89584599096045,7.0515977532664,0.919287914913348,1.87811822940799,1,2,4,4
46295,664,3041,4.61630142497194,6.99383608380904,1.16437964168759,1.82547608143495,1,2,4,4
46327,618,3055,3.52242621348434,8.51119892900537,0.945831948302282,2.26108490663864,1,2,4,4
46295,633,3072,3.86694520157689,6.72235916644433,1.09426760149114,1.7477957134691,1,2,4,4
46278,631,3091,3.38700551751137,7.68820722185348,0.911130436181445,1.96904860447138,1,2,4,4
46366,616,3018,3.32429221004582,7.42137159760721,0.864234216454977,1.886544942002,1,2,4,4
46331,654,3015,3.69648814144545,7.6857305416612,0.964042649554734,2.07273613746594,1,2,4,4
46314,645,3041,3.8028265036407,7.97568080842517,1.0050065793155,2.09232514387606,1,2,4,4
46325,624,3051,4.19863542470841,7.19518117015229,1.11975974802404,1.90764940298541,1,2,4,4
46324,623,3053,3.52446197912999,8.58948612435331,0.934945385721548,2.26719107144337,1,2,4,4
46361,614,3025,4.54079190995221,7.5188419217133,1.18859566764266,1.97855443832029,1,2,4,4
46384,648,2968,3.58435140700069,8.32142457440591,0.906879563827687,2.17692905263451,1,2,4,4
46321,596,3083,4.27785123722471,7.43123360560622,1.1733181591996,1.87625661162422,1,2,4,4
46318,641,3041,3.60624976227405,7.68948048667457,0.936456650689406,2.0904216437238,1,2,4,4
46438,590,2972,3.75034206180703,8.30908414538988,0.965344953264992,2.15005543305065,1,2,4,4
46209,623,3168,3.53114093959732,7.50882352941176,0.910987752453536,1.94393592149942,1,2,4,4
46282,645,3073,3.99963373317462,7.608259038029,1.1120143867524,2.05780229834642,1,2,4,4
46333,622,3045,4.19127517245797,7.87103474474696,1.15781618908483,2.044533558298,1,2,4,4
46338,649,3013,4.4080337299084,7.27489702835452,1.16268861440401,1.97665110288107,1,2,4,4
46445,577,2978,4.16300595996167,7.09153465672352,1.14502478396512,1.85216734390362,1,2,4,4
46268,642,3090,4.42047141848977,7.44099898063201,1.17915831534758,1.99873528357803,1,2,4,4
46355,633,3012,3.7181376171332,7.60569018487525,1.09665059493779,2.0267195038061,1,2,4,4
46181,676,3143,3.86790592336711,7.67278136255588,1.0391823185903,1.92111549794969,1,2,4,4
46408,601,2991,3.81513874607687,8.18066879519816,1.04070678377072,2.11881728768839,1,2,4,4
46267,639,3094,3.5213576721382,7.44508624931711,0.930401232938443,2.06069419673963,1,2,4,4
46325,616,3059,3.80385107939993,6.89608488840102,0.961307411220272,1.82088915710317,1,2,4,4
46343,619,3038,3.62995849314349,7.95548812880553,1.0217527365855,2.13906193316422,1,2,4,4
46283,645,3072,4.61422036511415,7.57876351866958,1.28971865705594,2.0415743430385,1,2,4,4
46341,657,3002,3.62694446113552,7.00087414330815,0.884751802510682,1.77130753676849,1,2,4,4
46306,642,3052,4.1956758518599,7.31658410842775,1.09255129260525,1.92777518340334,1,2,4,4
46172,651,3177,4.62313397308651,7.1132374453552,1.23640363797722,1.92913969710809,1,2,4,4
46264,629,3107,3.05013855382409,7.85878333442003,0.819926018668903,2.06267835193623,1,2,4,4
46308,620,3072,3.65173586838267,7.38930188503361,0.95327426255859,2.01145207931618,1,2,4,4
46314,601,3085,3.172119832409,6.90700731343679,0.817266830293864,1.74873354162425,1,2,4,4
46323,593,3084,3.32719454746284,7.6010781992303,0.867404122350793,1.99937926809262,1,2,4,4
46374,628,2998,3.75921356191447,7.47693203242836,0.919555244605042,1.98429182198591,1,2,4,4
46330,649,3021,3.80987695538287,7.18216610867303,0.96372673407071,1.93247803030832,1,2,4,4
46311,644,3045,3.63861566363349,7.28539744098599,0.973433626503746,1.89009640523422,1,2,4,4
46349,601,3050,4.03308548447437,8.07257472487837,1.12365188847957,2.24080885654675,1,2,4,4
46284,624,3092,3.57729196885823,8.20786917069609,0.958816652829815,2.15932720195906,1,2,4,4
46394,654,2952,3.57802141337683,6.96957753122451,0.965181455367222,1.87751518729261,1,2,4,4
46298,648,3054,4.30601445450221,7.07149418805645,1.15705131634864,1.83776154916531,1,2,4,4
46255,594,3151,3.64949611341058,7.22964313202952,1.046253841032,1.95485208951648,1,2,4,4
46427,601,2972,3.33086685432368,7.39982710121067,0.892246852778779,1.98745548870646,1,2,4,4
46377,658,2965,3.94863730966527,7.45585405902793,1.02763614562678,1.92852178032224,1,2,4,4
46340,581,3079,4.94833211385527,7.33250147100813,1.24278654981913,2.01915403525543,1,2,4,4
46316,655,3029,4.55929153585404,7.81350910872187,1.23784362606729,2.07245633469941,1,2,4,4
46419,634,2947,3.82555563182623,7.32766778457676,1.04373585933106,1.95997553956244,1,2,4,4
46337,642,3021,3.78545989278852,7.72210363776738,1.05102165197,2.08929122687849,1,2,4,4
46254,640,3106,3.48388275904762,7.61951969664663,0.889011744899295,2.03327310012617,1,2,4,4
46237,655,3108,4.02153937351623,7.62595978857462,1.1392831485477,2.0240352151994,1,2,4,4
46304,613,3083,3.42334436328472,7.19321909428773,0.933725118885863,1.97392752057284,1,2,4,4
46346,641,3013,3.6175863095373,8.11297884182894,0.959226582695245,2.22416870925814,1,2,4,4
46374,629,2997,3.55528954388547,8.16945725903907,0.964929098503263,2.10021107574042,1,2,4,4
46287,627,3086,3.6753548902783,7.94331786945606,0.910955424503905,2.09345024712831,1,2,4,4
46308,634,3058,3.46811726527954,7.50148642787802,0.916443499657023,1.98805438073389,1,2,4,4
46317,672,3011,3.96502500616398,8.01358707877806,1.09669540683706,2.20281112495704,1,2,4,4
46268,694,3038,4.27352384441595,6.95516697784695,1.14231054793725,1.73517438191002,1,2,4,4
46176,656,3168,3.79562101129111,7.6980416745651,0.99030957430289,2.12891571803837,1,2,4,4
46266,643,3091,3.13083050155132,7.49707519611986,0.81194208232756,1.92294252416761,1,2,4,4
46341,632,3027,3.15991915922946,7.5223369113837,0.806554253417772,2.02955601050466,1,2,4,4
46379,629,2992,3.65701324290886,7.3551244838973,0.971372413433262,1.96651861985677,1,2,4,4
46262,617,3121,3.1754219541699,7.56264607203177,0.836733279231593,1.97544314835565,1,2,4,4
46268,584,3148,4.0482903227323,7.57659019336326,1.06381148137952,2.02702407061576,1,2,4,4
46362,659,2979,3.6285495322136,7.44549054998903,0.978812408329058,1.93627883122864,1,2,4,4
46395,603,3002,3.69061904859419,7.81894911745042,0.947470953849247,2.10777103658125,1,2,4,4
46240,657,3103,3.03850225861095,6.91126679185324,0.799582695324433,1.74785741363448,1,2,4,4
46230,625,3145,3.20065877527687,7.36698333238775,0.838937364060456,1.91541304075058,1,2,4,4
46337,628,3035,3.59432986069462,7.01943687998817,0.931166191970644,1.77150909006171,1,2,4,4
46321,653,3026,3.8093671386772,7.35099861018053,0.980128017836519,1.93846863041377,1,2,4,4
46354,653,2993,3.9076899696809,8.45605165427889,1.06346515419521,2.34218402626643,1,2,4,4
46340,632,3028,4.56215227866176,7.32736465879245,1.25130644477209,1.95544007137714,1,2,4,4
46396,627,2977,3.75470282025187,7.36189046567942,0.978925858300638,1.99938547440662,1,2,4,4
46364,656,2980,3.83562096989207,7.50959221264536,1.03167727321059,2.00062396831273,1,2,4,4
46387,604,3009,4.08215954025413,8.42380587166627,1.04607452919583,2.20005648192719,1,2,4,4
46320,650,3030,3.45773453662546,8.46428205772578,0.872102082563126,2.18346505126368,1,2,4,4
46329,623,3048,3.62550517759375,7.265289155027,1.02170776266949,1.92103547738824,1,2,4,4
46335,636,3029,3.77122200878878,8.1471776943641,0.972922925843905,2.09441116770386,1,2,4,4
46271,643,3086,4.11382418722493,7.53194949978921,1.09483268762073,1.98274528495965,1,2,4,4
46298,652,3050,3.93372099464565,7.67327258197961,0.978254732710809,1.95118524676018,1,2,4,4
46270,612,3118,4.4205568187201,7.85703339734177,1.15036378778287,2.05077385569957,1,2,4,4
46407,595,2998,3.22664419915117,7.29571756013003,0.895818666247916,1.95830701545578,1,2,4,4
46401,646,2953,4.11163087614923,7.45407924677379,1.01974317361595,1.9826872605641,1,2,4,4
46343,655,3002,3.20941165681734,7.42465954422486,0.853693969192731,2.04079226796754,1,2,4,4
46229,645,3126,3.45089073912839,6.71375763716189,0.927417379084593,1.80009657195678,1,2,4,4
46275,612,3113,3.7779095801092,8.03513755171585,1.02170271402663,2.13102684566469,1,2,4,4
46165,637,3198,3.97045475403818,7.43841513324762,1.00134232842138,1.94216924283566,1,2,4,4
46304,648,3048,3.63815128393744,7.31750951630017,0.936053332440105,1.93090852150603,1,2,4,4
46290,644,3066,3.74588724200028,7.3269413104846,0.979068223722241,1.88695768173554,1,2,4,4
46221,646,3133,3.70591857722412,7.79141695221731,0.952397473279808,2.15734435729079,1,2,4,4
46334,627,3039,3.8915375598444,7.47024939548706,1.05978767400751,1.94779563356413,1,2,4,4
46363,606,3031,3.64465354461228,8.19648079514698,0.959264940089848,2.08877665183524,1,2,4,4
46234,676,3090,3.29599438356674,7.46267290487013,0.833155500640542,1.98733202020908,1,2,4,4
46286,613,3101,4.23530366375366,7.70209541798457,1.08726888131312,2.0271935155482,1,2,4,4
46368,674,2958,3.64743949044586,8.06992207792208,0.998589367414451,2.13877912361205,1,2,4,4
46336,650,3014,4.07321242944368,7.89236515077914,1.07070744141258,2.14817502275785,1,2,4,4
46383,666,2951,3.52877987866071,7.59524907693414,0.907362043993251,2.08194377121437,1,2,4,4
46280,671,3049,3.50282258064516,7.61172715053763,0.884797634958106,1.97383459987253,1,2,4,4
46323,636,3041,3.81346548004742,7.93388125485248,1.01422769007415,2.09328786913385,1,2,4,4
46379,600,3021,3.33779411515593,8.13902293236919,0.873655568847251,2.15262359162209,1,2,4,4
46338,606,3056,3.96373520275088,7.11258723715323,0.995447947152177,1.83796994136803,1,2,4,4
46281,665,3054,3.30185937215998,7.52947417861335,0.898193884002977,2.00436212278913,1,2,4,4
46323,648,3029,4.00581628481887,7.88504117785816,1.03038523032884,2.12679477665806,1,2,4,4
46462,591,2947,4.05803954732962,7.61146335490285,1.08181395385388,1.98336054256434,1,2,4,4
46249,620,3131,4.4956204070537,6.91400315836183,1.14396100211157,1.88048028232294,1,2,4,4
46339,634,3027,3.7953103918764,7.86385676420139,1.06003122816558,2.17421419708184,1,2,4,4
46236,650,3114,3.85856344286369,7.07680508958949,1.07581940713175,1.88185031828752,1,2,4,4
46235,665,3100,3.54773315527203,7.1335301574322,0.958565764859829,1.90130146301745,1,2,4,4
46333,686,2981,3.52402455170158,7.72345734049912,1.03453553853356,1.97833720920769,1,2,4,4
46312,602,3086,3.52577702907789,7.50848216476974,1.01475314116232,1.97105736673175,1,2,4,4
46379,631,2990,3.44572812748627,7.26599943667692,0.878939425757117,1.92205138852405,1,2,4,4
46313,657,3030,3.75628617423806,7.28615588935703,1.01760200894705,1.85484153112348,1,2,4,4
46364,624,3012,3.52660672721464,7.96894883108201,0.867975201616047,2.20344079680985,1,2,4,4
46261,663,3076,3.85499644722618,7.65144703004102,1.03803799536434,2.07082946309249,1,2,4,4
46315,647,3038,3.1460783316953,7.1634490913866,0.768650744207065,1.84373094333417,1,2,4,4
46316,557,3127,3.47751239494911,8.23888929758095,0.926022607972008,2.13655703498395,1,2,4,4
46206,663,3131,4.63760116791312,7.27135523154101,1.2484880329617,1.93911380744042,1,2,4,4
46215,638,3147,4.59442925337165,7.70898838413737,1.22761106714737,2.06779849723156,1,2,4,4
46260,660,3080,3.96454020376067,6.92129326408251,1.00844827203596,1.76256346657367,1,2,4,4
46345,623,3032,3.51430209569,7.31215999148037,1.05414520634181,1.95924820513537,1,2,4,4
46306,604,3090,4.02838974789664,7.65649552507205,1.12412207000105,2.07487887894177,1,2,4,4
46326,617,3057,3.31065098149879,8.11607599187011,0.863638102032021,2.18790708651356,1,2,4,4
46337,585,3078,4.56031775355625,7.95102033197761,1.19683352644675,2.06902182408922,1,2,4,4
46396,628,2976,4.10329347931745,8.08808428595285,0.993677423044563,2.12430281553465,1,2,4,4
46287,642,3071,3.91164249539595,8.49091305612096,1.00373226644893,2.22378394813235,1,2,4,4
46377,637,2986,3.51149451553931,8.06486103019467,0.94431073781671,2.21661057266264,1,2,4,4
46333,621,3046,3.83501992551679,6.80185044939272,1.04134564884286,1.87149467243591,1,2,4,4
46296,626,3078,3.97700314597176,8.70960355041929,1.05042121117815,2.35528656750729,1,2,4,4
46395,635,2970,4.13095169106866,7.91152314337798,1.14830389547265,2.11225443555209,1,2,4,4
46340,647,3013,3.61670709840734,7.69518366877295,1.01863144470493,2.01017503967129,1,2,4,4
46406,629,2965,3.56361126400698,7.73448526059233,0.883364545969353,2.05811740866091,1,2,4,4
46326,635,3039,4.15304268969438,8.39669017774169,1.13719686006936,2.23459851967688,1,2,4,4
46316,662,3022,3.54558029621465,6.71829547247828,0.960936043329809,1.73982536925494,1,2,4,4
46249,641,3110,3.80602377597845,7.62738688476205,0.996436378745966,1.99918385627179,1,2,4,4
46296,648,3056,3.6432679027733,7.20541504893882,0.997780729474264,1.97807068379104,1,2,4,4
46338,617,3045,3.69942112718826,7.49336442654717,1.00966494422724,1.96899028033637,1,2,4,4
46502,617,2881,3.27449176876456,8.2043513431519,0.96083437062415,2.14688256594228,1,2,4,4
46324,607,3069,2.96446468472359,7.70626414258424,0.833605995049211,2.01521398275595,1,2,4,4
46297,644,3059,3.43482554216979,8.31122034563627,0.844814756782079,2.18233978326951,1,2,4,4
46313,661,3026,3.55377462061179,8.31920415313246,0.957833536571029,2.12168045558562,1,2,4,4
46362,649,2989,3.58938110239302,7.66700199684254,0.973886130358846,1.98300034820219,1,2,4,4
46247,621,3132,4.08835841088503,7.4392254570293,1.09351100224237,2.07387926221272,1,2,4,4
46272,638,3090,3.92142552087607,7.31781676183499,1.07987883939008,1.95914110337771,1,2,4,4
46229,626,3145,4.26779370719213,7.14779240439918,1.11082908310993,1.94147672815741,1,2,4,4
46381,616,3003,3.75918645298951,7.74834666545603,0.970483857567483,2.04620208561502,1,2,4,4
46394,636,2970,3.99067914184163,7.84340532296762,1.01513511381322,1.95303907787689,1,2,4,4
46399,610,2991,4.18890422262691,7.35376857352867,1.022036496524,1.94067605604128,1,2,4,4
46400,621,2979,3.72859212515461,7.42846964018096,1.00046308520631,2.00447605702374,1,2,4,4
46357,670,2973,4.2489359800419,7.32133955870606,1.04264061247032,1.92583808306137,1,2,4,4
46292,663,3045,5.16675979673541,8.14617670782457,1.31580592322942,2.15863596952336,1,2,4,4
46450,594,2956,3.61149683400208,8.28910444381457,0.949767296583895,2.20798034150977,1,2,4,4
46347,595,3058,4.14148980621305,7.23813341789274,1.14443241353873,1.91248308539848,1,2,4,4
46353,626,3021,3.62752852247631,8.30208218822523,0.920933990391853,2.15224175404587,1,2,4,4
46376,642,2982,3.91357432520821,7.72683591331269,0.967300906900948,1.97792222314909,1,2,4,4
46324,645,3031,3.98746549367007,6.62176934261289,1.08761930561864,1.76534257691063,1,2,4,4
46361,602,3037,3.80529908972692,8.08705923122583,1.02895080881922,2.09210222734817,1,2,4,4
46347,635,3018,4.63569690265487,7.70156335530517,1.1890358614686,1.99973529798052,1,2,4,4
46345,618,3037,4.0512794933955,7.41572366183725,1.01504249726031,1.83287840506567,1,2,4,4
46300,636,3064,3.74281636951685,7.51661682365209,0.936731860880145,2.03488660852049,1,2,4,4
46359,576,3065,3.51485115247631,8.11605612862039,0.950635514729121,2.17154217075957,1,2,4,4
46347,650,3003,4.11697906338378,8.19842510434332,1.03548866842362,2.18793180414929,1,2,4,4
46291,645,3064,3.36115097262084,7.85545498374949,0.917622336328806,2.01760872226923,1,2,4,4
46430,655,2915,3.47214920999385,8.13063999938801,0.885082665565052,2.14332233736743,1,2,4,4
46354,656,2990,4.11283273854889,7.50691800822517,1.06816349209388,1.97729538941038,1,2,4,4
46356,632,3012,3.89638584769687,7.48102056525976,0.997101976001882,2.02604789494296,1,2,4,4
46317,625,3058,3.96078610186494,7.97981905816907,1.0621267572976,2.1055093408901,1,2,4,4
46473,637,2890,3.71919545672004,7.36813236091975,0.910963019418158,1.94640113575238,1,2,4,4
46366,609,3025,4.40298104624267,7.24105748881102,1.20895536338997,1.88467327460101,1,2,4,4
46380,624,2996,3.92667883839753,7.05819636903348,1.05298844036266,1.90868835617071,1,2,4,4
46392,613,2995,3.66264552929922,7.92939202697725,0.982137260629904,2.03427085642292,1,2,4,4
46364,627,3009,3.62420176771803,7.88706235554001,0.986941136679831,2.11662186539875,1,2,4,4
46351,622,3027,4.16286301155174,7.21899686062806,1.11437520331189,1.94519170361328,1,2,4,4
46309,654,3037,3.58185612215764,6.85829283738093,0.881060075712738,1.81962354700194,1,2,4,4
46303,635,3062,4.02928634140223,7.80769455887981,1.07043088628451,2.05071776634639,1,2,4,4
46292,616,3092,3.92795869545956,7.09985565156635,0.980387763782753,1.83201277184012,1,2,4,4
46214,640,3146,3.96301913406926,7.43097893879456,1.18044080818141,1.96602499855913,1,2,4,4
46331,636,3033,4.19251336898396,7.64304461942257,1.1169952301825,1.98949001885956,1,2,4,4
46183,648,3169,3.3468337539066,7.78358650402009,0.895224809803527,2.09952471084531,1,2,4,4
46309,607,3084,3.68708953575975,7.72590706553335,1.02026114941554,2.0450375676254,1,2,4,4
46355,612,3033,3.61794468858577,7.58721461832936,0.964586051653316,2.00653722151475,1,2,4,4
46279,642,3079,3.7037721041459,7.16290376326396,0.967361999778869,1.86013064479883,1,2,4,4
46397,603,3000,3.87172795571372,7.3227871551464,1.08879519745239,1.98471084176567,1,2,4,4
46345,661,2994,4.26373900949017,8.78193082726236,1.18571022516237,2.391922563655,1,2,4,4
46152,650,3198,3.84144606963951,7.12501017314696,1.00652698269383,1.90182296102798,1,2,4,4
46403,579,3018,3.97750622218654,8.23083376228304,1.13315433250027,2.18337740849399,1,2,4,4
46264,652,3084,3.64194148477283,8.09136024900795,1.00496159664894,2.12933693603934,1,2,4,4
46201,646,3153,3.76154159040065,8.03635582630428,0.987921352313697,2.12614700148173,1,2,4,4
46288,635,3077,4.44856048183653,6.89499696807228,1.22040502901779,1.84690971413385,1,2,4,4
46207,621,3172,3.85945430595344,7.05928119220373,1.04848773969044,1.91238037390703,1,2,4,4
46377,600,3023,3.94932330138123,7.52697799058546,0.990715371558103,1.89339486343031,1,2,4,4
46298,614,3088,3.80936286918029,7.59998600789686,0.990678498973946,1.93111940212991,1,2,4,4
46343,639,3018,3.60302704567773,7.48944710240086,0.953893713901025,2.03790345820323,1,2,4,4
46250,643,3107,3.84596584281881,7.18388420937716,1.06078337707965,1.92504210155109,1,2,4,4
46325,632,3043,3.05531924061439,7.38195762728728,0.749535213555772,1.9074385255283,1,2,4,4
46261,695,3044,3.65572609528252,8.0797838884601,1.02500913570855,2.14311026025826,1,2,4,4
46267,665,3068,3.5121010091785,6.86365997167113,0.921405676303593,1.78228574266282,1,2,4,4
46270,661,3069,2.97206346307962,7.77675779466813,0.728183936947727,2.01046907683488,1,2,4,4
46473,593,2934,3.74965618873665,7.59148698837944,1.00980105903954,2.0377406101152,1,2,4,4
46296,667,3037,3.70498380518323,7.77231145937819,1.00566640126851,2.13710871880841,1,2,4,4
46398,602,3000,3.63479777163821,7.24289363127173,0.983569491832029,1.87635736384645,1,2,4,4
46381,575,3044,3.64636538930563,7.80733810512533,1.02764444125821,2.09817366116146,1,2,4,4
46311,621,3068,4.15636269119125,7.69177523660498,1.11738564140482,1.99169985491012,1,2,4,4
46285,623,3092,3.64386077693085,7.36117384068505,0.93165902719529,1.96147055975588,1,2,4,4
46268,627,3105,3.56525233172015,7.38797633022235,0.949070245114689,1.95001043164543,1,2,4,4
46284,589,3127,3.02516937431002,8.21312013162317,0.80454350609525,2.10512943669437,1,2,4,4
46267,607,3126,4.28485797732093,7.73801133496532,1.04888987758249,2.09323261490019,1,2,4,4
46359,605,3036,3.33109857692058,7.58329766711293,0.861656933327517,1.98278370208281,1,2,4,4
46332,648,3020,3.66480011264311,7.66139353298379,0.990873348474073,2.02373102373101,1,2,4,4
46393,646,2961,3.52477828915765,7.18636919296472,0.929829107214991,1.95914768102162,1,2,4,4
46228,621,3151,4.1514904770444,7.8644947996424,1.08790217209887,2.06205908617298,1,2,4,4
46290,619,3091,4.42889451742265,7.79792198323004,1.22066192102242,2.08220311730098,1,2,4,4
46195,653,3152,3.56018489135238,7.24903783925503,0.940876522659382,1.90807690205048,1,2,4,4
46412,629,2959,3.80525501081577,6.80161679397924,1.02599822183673,1.74363611925536,1,2,4,4
46281,689,3030,3.9491855869482,8.0116371792261,1.08259974075149,2.12184484032815,1,2,4,4
46308,615,3077,3.53264446247786,7.51419467746628,0.902667777904865,1.96687393550112,1,2,4,4
46373,641,2986,3.66134576119102,7.25214514402782,0.945902112015362,1.84417707859054,1,2,4,4
46273,647,3080,3.21609565417337,7.20340506624362,0.877194265115453,1.87176843264453,1,2,4,4
46355,625,3020,4.46087154916724,7.61006195628659,1.03036792718579,2.04517645372201,1,2,4,4
46260,659,3081,3.43138960773631,7.41697933962923,0.88667009450995,1.96911130608984,1,2,4,4
46299,634,3067,4.18550182853056,7.83325895306815,1.08098801333663,2.01233661249486,1,2,4,4
46326,669,3005,4.23232509790333,7.14983667022475,1.07273021300379,1.87735213385457,1,2,4,4
46290,624,3086,3.08658466357049,7.38694863490779,0.896708209698614,1.99801843646701,1,2,4,4
46453,610,2937,3.65456863973434,7.48570380847609,1.02678966232724,2.02697777868115,1,2,4,4
46308,650,3042,4.0066161102638,7.25822192077265,0.992603147426197,1.90229794141265,1,2,4,4
46322,641,3037,3.4509446895021,6.99435882338553,0.910338310827156,1.80005262066959,1,2,4,4
46300,623,3077,4.33666863705485,7.32587854426893,1.08084316672815,1.82265938928269,1,2,4,4
46255,654,3091,3.81095421119131,7.4361283543884,0.981983670658076,2.02798162695476,1,2,4,4
46258,644,3098,3.52631905401155,6.87945065451867,0.921238305220028,1.85166822160672,1,2,4,4
46381,625,2994,3.87286567714989,7.38053133554196,0.939684037867482,2.03550455006896,1,2,4,4
46207,631,3162,3.95548375711816,7.39038818126756,1.02975426095931,1.90089966332426,1,2,4,4
46405,637,2958,3.38577737433991,7.45983160331125,0.907753328072054,1.9039810725032,1,2,4,4
46296,662,3042,4.36976326621185,7.96257423703713,1.23574405838139,2.09820709812294,1,2,4,4
46371,613,3016,4.01402956375928,6.97931366228809,0.986010749665656,1.8244394700145,1,2,4,4
46234,687,3079,4.11053463046156,7.45150855557676,1.16328311270613,1.95893097916052,1,2,4,4
46461,609,2930,3.7592143457181,7.46054605173449,0.940734523670918,1.84242362785339,1,2,4,4
46315,588,3097,4.15489130434783,7.53196457326892,1.08388229011742,1.94700690354497,1,2,4,4
46297,633,3070,3.96842205435489,7.92984817547674,0.95168360874069,2.07607174271938,1,2,4,4
46285,656,3059,2.85118056080903,7.39410652356193,0.753406532192898,1.9944838823039,1,2,4,4
46321,626,3053,3.52746721877157,7.90931291605091,0.885785629736323,2.02634967853019,1,2,4,4
46344,645,3011,3.81351645327427,6.7935105413462,1.02049389544534,1.88181976498342,1,2,4,4
46212,638,3150,3.456157545939,7.36978159968122,0.870367849388209,1.93298212031291,1,2,4,4
46268,684,3048,3.69884480854197,8.19976022845648,0.95701168490718,2.17747622540431,1,2,4,4
46315,618,3067,3.99141543333942,7.70290528856749,1.02660598867011,1.94239196539391,1,2,4,4
46269,681,3050,3.36799315361575,7.37509786208973,0.854589578961452,2.0746744488116,1,2,4,4
46283,628,3089,3.60541151989919,7.5177951710383,0.955351365113948,1.96153052580934,1,2,4,4
46244,648,3108,3.39508316578322,7.49294107055656,0.859399193377009,2.03728292975257,1,2,4,4
46260,668,3072,3.58688793407643,8.05836303630363,0.988814285621628,2.25054663990491,1,2,4,4
46276,650,3074,5.0584046980404,7.49196791365245,1.27154363464091,1.92071114460612,1,2,4,4
46331,652,3017,3.28521970595308,7.03768645018682,0.883939867782774,1.95148024100804,1,2,4,4
46326,600,3074,3.82411918207745,7.47148506977303,1.01838102047611,2.05664143809656,1,2,4,4
46354,637,3009,3.30760700644284,7.90622920622207,0.906560152278226,2.14600027914734,1,2,4,4
46309,656,3035,4.2416898434695,7.28695138349807,0.960826208272518,1.90032068257605,1,2,4,4
46278,672,3050,3.90520203162138,7.04450572024524,1.03707613303998,1.87409729877238,1,2,4,4
46266,606,3128,3.39860334674474,7.34575001639204,0.920209049360113,1.95950458942496,1,2,4,4
46320,642,3038,4.35753723899211,7.8373750518714,1.16225861530647,2.07229950063813,1,2,4,4
46313,654,3033,3.9461795039278,6.91727878022671,1.03252203782265,1.85485746981931,1,2,4,4
46238,664,3098,3.42483781652659,7.59877950754918,0.936107484413157,2.06777121272203,1,2,4,4
46398,622,2980,4.33704928022154,8.10166861674246,1.14394051678357,2.18217620195702,1,2,4,4
46309,617,3074,3.68131660288023,7.28658433864613,0.8921479719583,1.889542791348,1,2,4,4
46418,610,2972,3.82507506935152,7.02215214321234,1.05657000590746,1.83334602454754,1,2,4,4
46324,663,3013,4.18607259350164,8.28049925275487,1.13787303563322,2.21856180318196,1,2,4,4
46382,594,3024,3.14679584966106,7.18482545173183,0.851670784133,1.89761558615924,1,2,4,4
46308,591,3101,3.83974803026597,7.49473340576494,0.971787926296948,2.03385489593281,1,2,4,4
46387,613,3000,4.40587309642068,7.34582319644233,1.20212382862983,1.95791661707226,1,2,4,4
46263,617,3120,3.28235222893723,7.775116342732,0.873195119421257,2.03767753443509,1,2,4,4
46281,640,3079,3.55868608636688,7.3817363501741,0.961927736577487,1.96379552641686,1,2,4,4
46345,609,3046,3.40027884280237,7.70252957976336,0.876233967816693,2.10849400370001,1,2,4,4
46430,616,2954,4.18060903660919,7.59268481821413,1.09863107264913,2.02716056902957,1,2,4,4
46267,650,3083,3.21743688921476,7.92196429991706,0.850849113586235,2.11121937049197,1,2,4,4
46308,643,3049,4.45428944704733,7.38207807716018,1.1722902829018,1.9232501832751,1,2,4,4
46376,640,2984,3.60526813723049,7.91399150049036,0.911064450377088,2.06313391723122,1,2,4,4
46329,625,3046,5.02801876299628,7.53517148127961,1.43287431921324,2.01602607013027,1,2,4,4
46325,611,3064,3.12502148260315,7.53717315448407,0.861203340946872,2.01050121807522,1,2,4,4
46208,661,3131,3.29110412635205,7.37801830154953,0.903272781977995,1.9579570673927,1,2,4,4
46214,650,3136,3.50750647008879,6.82608031760574,0.953871392980827,1.7868448552494,1,2,4,4
46154,678,3168,3.12496600279395,7.59638486996092,0.824717035348699,1.98657403174255,1,2,4,4
46318,648,3034,3.93919275780985,8.27774397487382,1.0486858283515,2.22644162296079,1,2,4,4
46312,641,3047,3.76194554523104,6.65037228218576,0.968166839940648,1.82018233577045,1,2,4,4
46351,600,3049,3.79123586382492,7.83213262406843,0.981873908301389,2.05260673151438,1,2,4,4
46433,616,2951,3.42526440867948,7.99976733654353,0.892298608320084,2.09332365264455,1,2,4,4
46252,625,3123,4.04863736770067,7.23832876618573,1.0651983661662,1.9112660188327,1,2,4,4
46414,626,2960,4.13703173772857,7.04092074202405,1.11857542879058,1.79295770190767,1,2,4,4
46300,640,3060,3.81477435376111,7.00013154682294,1.0046595583248,1.8860024849685,1,2,4,4
46235,657,3108,3.67069831605783,8.00352401384247,0.944563024167801,2.08174750884684,1,2,4,4
46265,618,3117,3.34498721843378,7.05791292824587,0.8467269415967,1.83677414889609,1,2,4,4
46249,611,3140,3.57690121496269,7.12939932624407,0.863547649304553,1.9154339991694,1,2,4,4
46382,629,2989,3.56151209172122,7.34561165120702,0.879882922692192,1.95667965323494,1,2,4,4
46343,633,3024,3.38802433238159,7.46151199942669,0.860388087748896,1.91618891760606,1,2,4,4
46357,644,2999,4.12787942709528,7.25195690914009,1.11106332975266,1.9417443838896,1,2,4,4
46352,605,3043,3.5593190147868,7.54093580573147,0.899936927495506,2.03534626250558,1,2,4,4
